data_snapshot;n_analistas;tarefas_existentes;tarefas_concluidas;tarefas_em_execucao;tarefas_em_fila;workload_total_h;workload_medio_por_analista_h;workload_max_analista_h;percentual_analistas_ociosos;fila_media_h;fila_max_h;lead_time_medio_concluidas_h;cenario;n_analistas_cenario;execucao
2026-01-01 09:00:00.000000000;5;1;0;1;0;4,0;0,8;4,0;80,0;0,0;0,0;0,0;cenario_3_sobrecarga;5;cenario_3_sobrecarga_5_analistas
2026-01-15 09:00:00.000000000;5;151;53;5;93;780,3833333325001;156,07666666650002;422,0166666663889;0,0;29,645340501792116;71,76666666666667;26,201886792384695;cenario_3_sobrecarga;5;cenario_3_sobrecarga_5_analistas
2026-01-29 09:00:00.000000000;5;301;105;5;191;1588,3833333333334;317,6766666666667;708,0166666666667;0,0;57,557417102966845;135,81666666666666;46,661428571343926;cenario_3_sobrecarga;5;cenario_3_sobrecarga_5_analistas
2026-02-12 09:00:00.000000000;5;451;150;5;296;2196,3833333330554;439,27666666661105;964,0166666666667;0,0;86,26081081081081;207,85;68,36199999991481;cenario_3_sobrecarga;5;cenario_3_sobrecarga_5_analistas
2026-02-26 09:00:00.000000000;5;601;204;5;392;2938,3833333330554;587,676666666611;1240,0166666666667;0,0;112,47453231292516;271,9;98,3216503267252;cenario_3_sobrecarga;5;cenario_3_sobrecarga_5_analistas
2026-03-12 09:00:00.000000000;5;751;259;5;487;3696,383333332778;739,2766666665556;1476,0166666663888;0,0;138,56074606433953;335,8333333333333;125,68526383519091;cenario_3_sobrecarga;5;cenario_3_sobrecarga_5_analistas
2026-03-26 09:00:00.000000000;5;901;317;5;579;4582,383333333333;916,4766666666667;1756,0166666666667;0,0;164,40077720207253;407,85;151,637434279639;cenario_3_sobrecarga;5;cenario_3_sobrecarga_5_analistas
2026-04-09 09:00:00.000000000;5;1000;374;5;621;5018,383333333333;1003,6766666666666;1982,0166666666667;0,0;204,6884863123994;471,9;176,74095365412134;cenario_3_sobrecarga;5;cenario_3_sobrecarga_5_analistas
2026-04-23 09:00:00.000000000;5;1000;425;5;570;4618,3833333327775;923,6766666665555;1902,0166666663888;0,0;273,53956140350874;535,9166666666667;200,72160784306536;cenario_3_sobrecarga;5;cenario_3_sobrecarga_5_analistas
2026-05-07 09:00:00.000000000;5;1000;478;5;517;4218,383333333333;843,6766666666666;1822,0166666666667;0,0;342,1817859445519;599,7833333333333;225,3950139469299;cenario_3_sobrecarga;5;cenario_3_sobrecarga_5_analistas
2026-05-21 09:00:00.000000000;5;1000;525;5;470;3818,3833333333337;763,6766666666667;1742,0166666666667;0,0;412,25787234042554;663,8;248,33799999992962;cenario_3_sobrecarga;5;cenario_3_sobrecarga_5_analistas
2026-06-04 09:00:00.000000000;5;1000;574;5;421;3418,3833333330554;683,676666666611;1662,0166666663888;0,0;482,6767616785432;719,8333333333333;273,21657955858444;cenario_3_sobrecarga;5;cenario_3_sobrecarga_5_analistas
2026-06-18 09:00:00.000000000;5;1000;630;5;365;3018,383333333056;603,6766666666111;1582,0166666666667;0,0;554,469908675799;783,8166666666666;300,559814814746;cenario_3_sobrecarga;5;cenario_3_sobrecarga_5_analistas
2026-07-02 09:00:00.000000000;5;1000;677;5;318;2618,3833333327775;523,6766666665555;1502,0166666666667;0,0;628,3628406708596;839,8666666666667;323,9046282618718;cenario_3_sobrecarga;5;cenario_3_sobrecarga_5_analistas
2026-07-16 09:00:00.000000000;5;1000;724;5;271;2218,3833333330554;443,6766666666111;1422,0166666666667;0,0;702,3495694956949;903,8333333333333;348,68984806622893;cenario_3_sobrecarga;5;cenario_3_sobrecarga_5_analistas
2026-07-30 09:00:00.000000000;5;1000;778;5;217;1818,3833333327777;363,67666666655555;1342,0166666666667;0,0;783,8872503840246;959,9833333333333;375,7277206511729;cenario_3_sobrecarga;5;cenario_3_sobrecarga_5_analistas
2026-08-13 09:00:00.000000000;5;1000;831;5;164;1418,3833333327777;283,67666666655555;1262,0166666666667;0,0;874,8119918699189;1031,85;402,43722422776676;cenario_3_sobrecarga;5;cenario_3_sobrecarga_5_analistas
