data_snapshot;n_analistas;tarefas_existentes;tarefas_concluidas;tarefas_em_execucao;tarefas_em_fila;workload_total_h;workload_medio_por_analista_h;workload_max_analista_h;percentual_analistas_ociosos;fila_media_h;fila_max_h;lead_time_medio_concluidas_h;cenario;n_analistas_cenario;execucao
2026-01-01 09:00:00;5;1;0;1;0;2,0;0,4;2,0;80,0;0,0;0,0;0,0;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2026-01-29 09:00:00;5;301;102;5;194;1788,1666666663891;357,63333333327785;612,0666666666667;0,0;56,66297250859107;127,9;52,177450980296854;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2026-02-26 09:00:00;5;601;196;5;400;3764,1666666663887;752,8333333332778;1376,0;0,0;111,52245833333332;247,78333333333333;102,192772108767;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2026-03-26 09:00:00;5;901;282;5;614;5634,166666666666;1126,8333333333333;2914,0;0,0;170,60518458197612;391,7833333333333;149,81838061458234;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2026-04-23 09:00:00;5;1000;378;5;617;5820,166666666111;1164,0333333332223;2808,0;0,0;280,8678822258239;503,8833333333333;205,49409171068268;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2026-05-21 09:00:00;5;1000;458;4;538;5024,099999999166;1004,8199999998333;2648,0;20,0;421,8599442379183;599,9166666666667;256,92179767095155;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2026-06-18 09:00:00;5;1000;544;4;452;4384,099999999445;876,819999999889;2488,0;20,0;570,0424410029498;735,9833333333333;305,13952205873517;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2026-07-16 09:00:00;5;1000;613;4;383;3744,0999999994447;748,819999999889;2328,0;20,0;721,2809834638815;879,7666666666667;349,59945622611923;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2026-08-13 09:00:00;5;1000;674;4;322;3104,0999999994447;620,819999999889;2168,0;20,0;872,6009316770186;1007,9333333333334;394,8265578634116;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2026-09-10 09:00:00;5;1000;742;4;254;2464,0999999997225;492,8199999999445;2008,0;20,0;1032,2281496062992;1143,9166666666667;446,7850853548072;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2026-10-08 09:00:00;5;1000;799;2;199;1962,05;392,40999999999997;1848,0;60,0;1201,76959798995;1287,9166666666667;490,6727367541875;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2026-11-05 09:00:00;5;1000;829;1;170;1688,0;337,6;1688,0;80,0;1367,3610784313728;1439,8833333333332;517,7046039404033;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2026-12-03 09:00:00;5;1000;840;1;159;1528,0;305,6;1528,0;80,0;1522,6460167714883;1591,8333333333333;530,7974206348346;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2026-12-31 09:00:00;5;1000;852;1;147;1368,0;273,6;1368,0;80,0;1677,4863945578231;1736,0;546,8804186227635;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2027-01-28 09:00:00;5;1000;865;1;134;1208,0;241,6;1208,0;80,0;1831,880472636816;1887,95;566,0375144507835;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2027-02-25 09:00:00;5;1000;890;1;109;1048,0;209,6;1048,0;80,0;1980,7970948012235;2031,8166666666666;605,2265917602185;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2027-03-25 09:00:00;5;1000;911;1;88;888,0;177,6;888,0;80,0;2130,882386363636;2167,9666666666667;640,0625137211063;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2027-04-22 09:00:00;5;1000;924;1;75;728,0;145,6;728,0;80,0;2284,576222222223;2319,95;662,8497835497054;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2027-05-20 09:00:00;5;1000;938;1;61;568,0;113,6;568,0;80,0;2437,258743169399;2471,8166666666666;689,1404761903992;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2027-06-17 09:00:00;5;1000;955;1;44;408,0;81,6;408,0;80,0;2587,3352272727275;2615,9;722,1316404885806;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2027-07-15 09:00:00;5;1000;968;1;31;248,0;49,6;248,0;80,0;2738,722580645161;2759,916666666667;748,6756887051597;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2027-08-12 09:00:00;5;1000;986;1;13;88,0;17,6;88,0;80,0;2876,8051282051288;2895,9833333333336;786,87440838397;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
2027-08-27 09:00:00;5;1000;1000;0;0;0,0;0,0;0,0;100,0;0,0;0,0;816,7683999999277;cenario_4_concentrado_societario_sobrecarga;5;cenario_4_concentrado_societario_sobrecarga_5_analistas
